Port Name,State,Port Code,Border,Date,Container,Nos People,Location
Douglas,Arizona,2601,US-Mexico Border,3/1/19 0:00,Bus Passengers,575,POINT (-109.54472 31.344439999999995)
San Ysidro,California,2504,US-Mexico Border,3/1/19 0:00,Personal Vehicle Passengers,2045733,POINT (-117.02666999999998 32.54306)
Houlton,Maine,106,US-Canada Border,3/1/19 0:00,Trucks,7538,POINT (-67.84083 46.12611)
Walhalla,North Dakota,3407,US-Canada Border,3/1/19 0:00,Truck Containers Empty,311,POINT (-97.91778 48.92333)
Point Roberts,Washington,3017,US-Canada Border,3/1/19 0:00,Truck Containers Full,330,POINT (-123.07994 48.96978)
Trout River,New York,715,US-Canada Border,3/1/19 0:00,Trucks,1031,POINT (-73.44253 44.990010000000005)
Neche,North Dakota,3404,US-Canada Border,3/1/19 0:00,Truck Containers Full,203,POINT (-97.55444 48.98611)
Danville,Washington,3012,US-Canada Border,3/1/19 0:00,Personal Vehicles,2571,POINT (-118.50309000000001 48.99617)
Portal,North Dakota,3403,US-Canada Border,3/1/19 0:00,Bus Passengers,358,POINT (-102.54917 48.99583)
Roseau,Minnesota,3426,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,4657,POINT (-95.81074 48.77518)
Nogales,Arizona,2604,US-Mexico Border,3/1/19 0:00,Truck Containers Full,30509,POINT (-110.93361 31.340279999999996)
El Paso,Texas,2402,US-Mexico Border,3/1/19 0:00,Personal Vehicle Passengers,1748432,POINT (-106.48639 31.758610000000004)
San Ysidro,California,2504,US-Mexico Border,3/1/19 0:00,Pedestrians,930046,POINT (-117.02666999999998 32.54306)
Calais,Maine,115,US-Canada Border,3/1/19 0:00,Buses,3,POINT (-67.27917 45.18889)
Eastport,Maine,103,US-Canada Border,3/1/19 0:00,Pedestrians,3,POINT (-66.99387 44.90357)
Buffalo-Niagara Falls,New York,901,US-Canada Border,3/1/19 0:00,Pedestrians,10861,POINT (-79.05694 43.09444)
Danville,Washington,3012,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,3567,POINT (-118.50309000000001 48.99617)
Detroit,Michigan,3801,US-Canada Border,3/1/19 0:00,Bus Passengers,7141,POINT (-83.10222 42.38306000000001)
Columbus,New Mexico,2406,US-Mexico Border,3/1/19 0:00,Personal Vehicle Passengers,64898,POINT (-107.63944 31.827499999999997)
Houlton,Maine,106,US-Canada Border,3/1/19 0:00,Truck Containers Empty,1779,POINT (-67.84083 46.12611)
Brownsville,Texas,2301,US-Mexico Border,3/1/19 0:00,Trains,76,POINT (-97.49722 25.90139)
Naco,Arizona,2603,US-Mexico Border,3/1/19 0:00,Trucks,262,POINT (-109.9475 31.335280000000004)
Rio Grande City,Texas,2307,US-Mexico Border,3/1/19 0:00,Personal Vehicle Passengers,79235,POINT (-98.82 26.37944)
Champlain-Rouses Point,New York,712,US-Canada Border,3/1/19 0:00,Truck Containers Empty,2674,POINT (-73.44694 44.98639)
Bridgewater,Maine,127,US-Canada Border,3/1/19 0:00,Truck Containers Full,112,POINT (-67.84262 46.41923)
Grand Portage,Minnesota,3613,US-Canada Border,3/1/19 0:00,Buses,59,POINT (-89.68472000000001 47.96389)
Frontier,Washington,3020,US-Canada Border,3/1/19 0:00,Truck Containers Empty,1432,POINT (-117.78134000000001 48.910160000000005)
Brownsville,Texas,2301,US-Mexico Border,3/1/19 0:00,Rail Containers Full,559,POINT (-97.49722 25.90139)
El Paso,Texas,2402,US-Mexico Border,3/1/19 0:00,Trucks,68998,POINT (-106.48639 31.758610000000004)
Champlain-Rouses Point,New York,712,US-Canada Border,3/1/19 0:00,Rail Containers Full,4872,POINT (-73.44694 44.98639)
El Paso,Texas,2402,US-Mexico Border,3/1/19 0:00,Personal Vehicles,982585,POINT (-106.48639 31.758610000000004)
Sweetgrass,Montana,3310,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,25362,POINT (-111.95972 48.99611000000001)
Noonan,North Dakota,3420,US-Canada Border,3/1/19 0:00,Truck Containers Full,15,POINT (-103.00333 48.88232)
Hidalgo,Texas,2305,US-Mexico Border,3/1/19 0:00,Personal Vehicles,385365,POINT (-98.26278 26.1)
Presidio,Texas,2403,US-Mexico Border,3/1/19 0:00,Personal Vehicle Passengers,130765,POINT (-104.37167 29.56056)
Derby Line,Vermont,209,US-Canada Border,3/1/19 0:00,Personal Vehicles,30580,POINT (-72.09944 45.005)
Brownsville,Texas,2301,US-Mexico Border,3/1/19 0:00,Personal Vehicle Passengers,804857,POINT (-97.49722 25.90139)
Van Buren,Maine,108,US-Canada Border,3/1/19 0:00,Truck Containers Full,833,POINT (-67.94271 47.16207)
Norton,Vermont,211,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,1795,POINT (-71.79528000000002 45.01)
Piegan,Montana,3316,US-Canada Border,3/1/19 0:00,Personal Vehicles,3859,POINT (-113.43406 48.85152)
Alexandria Bay,New York,708,US-Canada Border,3/1/19 0:00,Truck Containers Full,15106,POINT (-75.91806 44.33583)
Westhope,North Dakota,3419,US-Canada Border,3/1/19 0:00,Truck Containers Empty,249,POINT (-101.02001 48.9094)
San Ysidro,California,2504,US-Mexico Border,3/1/19 0:00,Personal Vehicles,1208832,POINT (-117.02666999999998 32.54306)
Point Roberts,Washington,3017,US-Canada Border,3/1/19 0:00,Trucks,1048,POINT (-123.07994 48.96978)
Oroville,Washington,3019,US-Canada Border,3/1/19 0:00,Truck Containers Empty,950,POINT (-119.43444 48.93917)
Douglas,Arizona,2601,US-Mexico Border,3/1/19 0:00,Personal Vehicle Passengers,255070,POINT (-109.54472 31.344439999999995)
Laurier,Washington,3016,US-Canada Border,3/1/19 0:00,Trucks,681,POINT (-118.22302 48.99892)
Ogdensburg,New York,701,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,40591,POINT (-75.48167 44.70667)
Fort Kent,Maine,110,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,11456,POINT (-68.58458 47.26878)
Douglas,Arizona,2601,US-Mexico Border,3/1/19 0:00,Truck Containers Empty,536,POINT (-109.54472 31.344439999999995)
Pinecreek,Minnesota,3425,US-Canada Border,3/1/19 0:00,Trucks,19,POINT (-95.81074 48.77518)
Baudette,Minnesota,3424,US-Canada Border,3/1/19 0:00,Pedestrians,19,POINT (-94.72512 48.70731)
Boundary,Washington,3015,US-Canada Border,3/1/19 0:00,Pedestrians,6,POINT (-117.89655000000002 48.54648)
Brownsville,Texas,2301,US-Mexico Border,3/1/19 0:00,Truck Containers Empty,11553,POINT (-97.49722 25.90139)
Eagle Pass,Texas,2303,US-Mexico Border,3/1/19 0:00,Bus Passengers,5242,POINT (-100.49917 28.70889)
Raymond,Montana,3301,US-Canada Border,3/1/19 0:00,Pedestrians,50,POINT (-104.575 48.99667)
Hidalgo,Texas,2305,US-Mexico Border,3/1/19 0:00,Truck Containers Empty,14594,POINT (-98.26278 26.1)
Antler,North Dakota,3413,US-Canada Border,3/1/19 0:00,Truck Containers Empty,53,POINT (-101.28194 48.97083)
Santa Teresa,New Mexico,2408,US-Mexico Border,3/1/19 0:00,Buses,24,POINT (-106.67903 31.850000000000005)
Madawaska,Maine,109,US-Canada Border,3/1/19 0:00,Pedestrians,38,POINT (-68.3271 47.35446)
Anacortes,Washington,3010,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,315,POINT (-122.61738999999999 48.49988)
Maida,North Dakota,3416,US-Canada Border,3/1/19 0:00,Bus Passengers,26,POINT (-98.36953 48.98568)
Del Rio,Texas,2302,US-Mexico Border,3/1/19 0:00,Pedestrians,17610,POINT (-100.89639 29.3625)
Baudette,Minnesota,3424,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,20707,POINT (-94.72512 48.70731)
Opheim,Montana,3317,US-Canada Border,3/1/19 0:00,Truck Containers Empty,10,POINT (-106.40265 48.85574)
Morgan,Montana,3319,US-Canada Border,3/1/19 0:00,Trucks,30,POINT (-107.85719 48.78541)
Pembina,North Dakota,3401,US-Canada Border,3/1/19 0:00,Truck Containers Empty,2569,POINT (-97.24333 48.96639)
Willow Creek,Montana,3325,US-Canada Border,3/1/19 0:00,Personal Vehicles,179,POINT (-109.67761 48.54863)
Pembina,North Dakota,3401,US-Canada Border,3/1/19 0:00,Rail Containers Full,12116,POINT (-97.24333 48.96639)
Calexico East,California,2507,US-Mexico Border,3/1/19 0:00,Trains,17,POINT (-115.48433000000001 32.67524)
Del Bonita,Montana,3322,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,3206,POINT (-112.32481 48.63274)
Northgate,North Dakota,3406,US-Canada Border,3/1/19 0:00,Trucks,843,POINT (-102.39634 48.89848)
Walhalla,North Dakota,3407,US-Canada Border,3/1/19 0:00,Trucks,481,POINT (-97.91778 48.92333)
Eastport,Idaho,3302,US-Canada Border,3/1/19 0:00,Buses,2,POINT (-116.18027999999998 48.99944)
Roosville,Montana,3318,US-Canada Border,3/1/19 0:00,Trucks,714,POINT (-115.04512000000001 48.88171)
Ogdensburg,New York,701,US-Canada Border,3/1/19 0:00,Truck Containers Full,2672,POINT (-75.48167 44.70667)
Point Roberts,Washington,3017,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,109214,POINT (-123.07994 48.96978)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/19 0:00,Truck Containers Full,971,POINT (-93.41083 48.60111)
Andrade,California,2502,US-Mexico Border,3/1/19 0:00,Personal Vehicle Passengers,98065,POINT (-114.63402 32.7394)
Neche,North Dakota,3404,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,4252,POINT (-97.55444 48.98611)
Sherwood,North Dakota,3414,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,2058,POINT (-101.55954000000001 48.99719)
Boundary,Washington,3015,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,3824,POINT (-117.89655000000002 48.54648)
Laredo,Texas,2304,US-Mexico Border,3/1/19 0:00,Personal Vehicle Passengers,879046,POINT (-99.50722 27.50611)
Hannah,North Dakota,3408,US-Canada Border,3/1/19 0:00,Truck Containers Empty,30,POINT (-98.701 48.97029)
Porthill,Idaho,3308,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,16271,POINT (-116.49828 48.99282)
Houlton,Maine,106,US-Canada Border,3/1/19 0:00,Pedestrians,29,POINT (-67.84083 46.12611)
Detroit,Michigan,3801,US-Canada Border,3/1/19 0:00,Rail Containers Full,7374,POINT (-83.10222 42.38306000000001)
Frontier,Washington,3020,US-Canada Border,3/1/19 0:00,Buses,19,POINT (-117.78134000000001 48.910160000000005)
Laredo,Texas,2304,US-Mexico Border,3/1/19 0:00,Trains,398,POINT (-99.50722 27.50611)
Baudette,Minnesota,3424,US-Canada Border,3/1/19 0:00,Truck Containers Full,41,POINT (-94.72512 48.70731)
Ketchikan,Alaska,3102,US-Canada Border,3/1/19 0:00,Pedestrians,14,POINT (-131.64031 55.33897)
Alexandria Bay,New York,708,US-Canada Border,3/1/19 0:00,Truck Containers Empty,1648,POINT (-75.91806 44.33583)
Lynden,Washington,3023,US-Canada Border,3/1/19 0:00,Personal Vehicles,48913,POINT (-122.44316000000002 48.94802)
Columbus,New Mexico,2406,US-Mexico Border,3/1/19 0:00,Truck Containers Full,311,POINT (-107.63944 31.827499999999997)
Pembina,North Dakota,3401,US-Canada Border,3/1/19 0:00,Train Passengers,226,POINT (-97.24333 48.96639)
Eastport,Idaho,3302,US-Canada Border,3/1/19 0:00,Personal Vehicles,4578,POINT (-116.18027999999998 48.99944)
Westhope,North Dakota,3419,US-Canada Border,3/1/19 0:00,Truck Containers Full,737,POINT (-101.02001 48.9094)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,3/1/19 0:00,Buses,250,POINT (-73.10583 44.979440000000004)
International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/19 0:00,Rail Containers Empty,18348,POINT (-93.41083 48.60111)
Del Rio,Texas,2302,US-Mexico Border,3/1/19 0:00,Truck Containers Empty,1419,POINT (-100.89639 29.3625)
Sherwood,North Dakota,3414,US-Canada Border,3/1/19 0:00,Trucks,515,POINT (-101.55954000000001 48.99719)
Norton,Vermont,211,US-Canada Border,3/1/19 0:00,Rail Containers Full,710,POINT (-71.79528000000002 45.01)
Alcan,Alaska,3104,US-Canada Border,3/1/19 0:00,Truck Containers Empty,392,POINT (-142.98928 63.33693)
Portal,North Dakota,3403,US-Canada Border,3/1/19 0:00,Pedestrians,109,POINT (-102.54917 48.99583)
Bridgewater,Maine,127,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,5962,POINT (-67.84262 46.41923)
Portal,North Dakota,3403,US-Canada Border,3/1/19 0:00,Buses,9,POINT (-102.54917 48.99583)
San Luis,Arizona,2608,US-Mexico Border,3/1/19 0:00,Bus Passengers,16,POINT (-114.78139000000002 32.48694)
Sault Sainte Marie,Michigan,3803,US-Canada Border,3/1/19 0:00,Trucks,3578,POINT (-84.29889 46.47028)
Norton,Vermont,211,US-Canada Border,3/1/19 0:00,Truck Containers Full,711,POINT (-71.79528000000002 45.01)
Jackman,Maine,104,US-Canada Border,3/1/19 0:00,Pedestrians,5,POINT (-70.255 45.62389)
San Luis,Arizona,2608,US-Mexico Border,3/1/19 0:00,Truck Containers Empty,741,POINT (-114.78139000000002 32.48694)
Columbus,New Mexico,2406,US-Mexico Border,3/1/19 0:00,Trucks,377,POINT (-107.63944 31.827499999999997)
Madawaska,Maine,109,US-Canada Border,3/1/19 0:00,Truck Containers Full,31,POINT (-68.3271 47.35446)
Richford,Vermont,203,US-Canada Border,3/1/19 0:00,Truck Containers Empty,288,POINT (-72.67832000000001 44.98588)
Metaline Falls,Washington,3025,US-Canada Border,3/1/19 0:00,Pedestrians,1,POINT (-117.36037000000002 48.85798)
Baudette,Minnesota,3424,US-Canada Border,3/1/19 0:00,Personal Vehicles,11759,POINT (-94.72512 48.70731)
Hansboro,North Dakota,3415,US-Canada Border,3/1/19 0:00,Bus Passengers,27,POINT (-99.38250000000001 48.95)
Port Huron,Michigan,3802,US-Canada Border,3/1/19 0:00,Truck Containers Empty,17392,POINT (-82.47889 42.97583)
Roma,Texas,2310,US-Mexico Border,3/1/19 0:00,Personal Vehicles,64473,POINT (-99.01833 26.40361)
Otay Mesa,California,2506,US-Mexico Border,3/1/19 0:00,Rail Containers Empty,235,POINT (-117.05333 32.57333)
Calexico East,California,2507,US-Mexico Border,3/1/19 0:00,Rail Containers Empty,562,POINT (-115.48433000000001 32.67524)
Del Rio,Texas,2302,US-Mexico Border,3/1/19 0:00,Bus Passengers,32,POINT (-100.89639 29.3625)
Sweetgrass,Montana,3310,US-Canada Border,3/1/19 0:00,Pedestrians,186,POINT (-111.95972 48.99611000000001)
Laurier,Washington,3016,US-Canada Border,3/1/19 0:00,Trains,11,POINT (-118.22302 48.99892)
Roma,Texas,2310,US-Mexico Border,3/1/19 0:00,Bus Passengers,571,POINT (-99.01833 26.40361)
Roosville,Montana,3318,US-Canada Border,3/1/19 0:00,Personal Vehicles,9282,POINT (-115.04512000000001 48.88171)
Metaline Falls,Washington,3025,US-Canada Border,3/1/19 0:00,Truck Containers Full,20,POINT (-117.36037000000002 48.85798)
Van Buren,Maine,108,US-Canada Border,3/1/19 0:00,Trucks,1951,POINT (-67.94271 47.16207)
Massena,New York,704,US-Canada Border,3/1/19 0:00,Bus Passengers,3289,POINT (-74.74 44.98944)
Frontier,Washington,3020,US-Canada Border,3/1/19 0:00,Truck Containers Full,663,POINT (-117.78134000000001 48.910160000000005)
Brownsville,Texas,2301,US-Mexico Border,3/1/19 0:00,Personal Vehicles,384475,POINT (-97.49722 25.90139)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/19 0:00,Truck Containers Empty,67,POINT (-135.40995 59.10606000000001)
Northgate,North Dakota,3406,US-Canada Border,3/1/19 0:00,Personal Vehicles,839,POINT (-102.39634 48.89848)
Piegan,Montana,3316,US-Canada Border,3/1/19 0:00,Truck Containers Empty,29,POINT (-113.43406 48.85152)
Fort Kent,Maine,110,US-Canada Border,3/1/19 0:00,Truck Containers Full,242,POINT (-68.58458 47.26878)
Laredo,Texas,2304,US-Mexico Border,3/1/19 0:00,Buses,3479,POINT (-99.50722 27.50611)
Buffalo-Niagara Falls,New York,901,US-Canada Border,3/1/19 0:00,Personal Vehicles,357879,POINT (-79.05694 43.09444)
Calexico,California,2503,US-Mexico Border,3/1/19 0:00,Personal Vehicle Passengers,751911,POINT (-115.49806000000001 32.67889)
San Luis,Arizona,2608,US-Mexico Border,3/1/19 0:00,Personal Vehicles,253230,POINT (-114.78139000000002 32.48694)
Roosville,Montana,3318,US-Canada Border,3/1/19 0:00,Pedestrians,4,POINT (-115.04512000000001 48.88171)
Dalton Cache,Alaska,3106,US-Canada Border,3/1/19 0:00,Truck Containers Full,10,POINT (-135.40995 59.10606000000001)
Brownsville,Texas,2301,US-Mexico Border,3/1/19 0:00,Buses,543,POINT (-97.49722 25.90139)
Buffalo-Niagara Falls,New York,901,US-Canada Border,3/1/19 0:00,Rail Containers Empty,2754,POINT (-79.05694 43.09444)
Sumas,Washington,3009,US-Canada Border,3/1/19 0:00,Rail Containers Full,92,POINT (-122.26361 49.00028)
Fort Kent,Maine,110,US-Canada Border,3/1/19 0:00,Personal Vehicles,8072,POINT (-68.58458 47.26878)
Houlton,Maine,106,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,30798,POINT (-67.84083 46.12611)
Baudette,Minnesota,3424,US-Canada Border,3/1/19 0:00,Trucks,530,POINT (-94.72512 48.70731)
Portal,North Dakota,3403,US-Canada Border,3/1/19 0:00,Train Passengers,399,POINT (-102.54917 48.99583)
Carbury,North Dakota,3421,US-Canada Border,3/1/19 0:00,Truck Containers Full,93,POINT (-100.68648 48.90957)
Laredo,Texas,2304,US-Mexico Border,3/1/19 0:00,Truck Containers Empty,57000,POINT (-99.50722 27.50611)
El Paso,Texas,2402,US-Mexico Border,3/1/19 0:00,Buses,1443,POINT (-106.48639 31.758610000000004)
San Luis,Arizona,2608,US-Mexico Border,3/1/19 0:00,Buses,16,POINT (-114.78139000000002 32.48694)
Massena,New York,704,US-Canada Border,3/1/19 0:00,Trucks,1978,POINT (-74.74 44.98944)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,3/1/19 0:00,Trucks,8089,POINT (-73.10583 44.979440000000004)
Champlain-Rouses Point,New York,712,US-Canada Border,3/1/19 0:00,Rail Containers Empty,769,POINT (-73.44694 44.98639)
Metaline Falls,Washington,3025,US-Canada Border,3/1/19 0:00,Buses,9,POINT (-117.36037000000002 48.85798)
Warroad,Minnesota,3423,US-Canada Border,3/1/19 0:00,Buses,39,POINT (-95.3261 48.89625)
Calais,Maine,115,US-Canada Border,3/1/19 0:00,Trucks,4842,POINT (-67.27917 45.18889)
Vanceboro,Maine,105,US-Canada Border,3/1/19 0:00,Rail Containers Empty,1017,POINT (-67.42955 45.55984)
Progreso,Texas,2309,US-Mexico Border,3/1/19 0:00,Trucks,5198,POINT (-97.94889 26.061670000000003)
Nogales,Arizona,2604,US-Mexico Border,3/1/19 0:00,Rail Containers Empty,3021,POINT (-110.93361 31.340279999999996)
Otay Mesa,California,2506,US-Mexico Border,3/1/19 0:00,Bus Passengers,1832,POINT (-117.05333 32.57333)
Laredo,Texas,2304,US-Mexico Border,3/1/19 0:00,Rail Containers Full,23397,POINT (-99.50722 27.50611)
Eagle Pass,Texas,2303,US-Mexico Border,3/1/19 0:00,Buses,207,POINT (-100.49917 28.70889)
Boundary,Washington,3015,US-Canada Border,3/1/19 0:00,Train Passengers,48,POINT (-117.89655000000002 48.54648)
Sweetgrass,Montana,3310,US-Canada Border,3/1/19 0:00,Rail Containers Full,2821,POINT (-111.95972 48.99611000000001)
Laredo,Texas,2304,US-Mexico Border,3/1/19 0:00,Truck Containers Full,149132,POINT (-99.50722 27.50611)
Maida,North Dakota,3416,US-Canada Border,3/1/19 0:00,Trucks,72,POINT (-98.36953 48.98568)
Richford,Vermont,203,US-Canada Border,3/1/19 0:00,Rail Containers Full,159,POINT (-72.67832000000001 44.98588)
Lukeville,Arizona,2602,US-Mexico Border,3/1/19 0:00,Personal Vehicle Passengers,123243,POINT (-112.81500000000001 31.8825)
Jackman,Maine,104,US-Canada Border,3/1/19 0:00,Trucks,7117,POINT (-70.255 45.62389)
Detroit,Michigan,3801,US-Canada Border,3/1/19 0:00,Truck Containers Empty,44132,POINT (-83.10222 42.38306000000001)
Sweetgrass,Montana,3310,US-Canada Border,3/1/19 0:00,Train Passengers,177,POINT (-111.95972 48.99611000000001)
Norton,Vermont,211,US-Canada Border,3/1/19 0:00,Rail Containers Empty,128,POINT (-71.79528000000002 45.01)
El Paso,Texas,2402,US-Mexico Border,3/1/19 0:00,Train Passengers,545,POINT (-106.48639 31.758610000000004)
Derby Line,Vermont,209,US-Canada Border,3/1/19 0:00,Bus Passengers,2443,POINT (-72.09944 45.005)
St. John,North Dakota,3405,US-Canada Border,3/1/19 0:00,Personal Vehicles,908,POINT (-99.71915 48.94208)
Hansboro,North Dakota,3415,US-Canada Border,3/1/19 0:00,Truck Containers Empty,5,POINT (-99.38250000000001 48.95)
Eagle Pass,Texas,2303,US-Mexico Border,3/1/19 0:00,Personal Vehicles,261588,POINT (-100.49917 28.70889)
Skagway,Alaska,3103,US-Canada Border,3/1/19 0:00,Trucks,133,POINT (-135.30656 59.47196999999999)
Pembina,North Dakota,3401,US-Canada Border,3/1/19 0:00,Trains,118,POINT (-97.24333 48.96639)
Eastport,Idaho,3302,US-Canada Border,3/1/19 0:00,Trucks,4878,POINT (-116.18027999999998 48.99944)
Otay Mesa,California,2506,US-Mexico Border,3/1/19 0:00,Personal Vehicle Passengers,1000999,POINT (-117.05333 32.57333)
Laurier,Washington,3016,US-Canada Border,3/1/19 0:00,Truck Containers Empty,554,POINT (-118.22302 48.99892)
Beecher Falls,Vermont,206,US-Canada Border,3/1/19 0:00,Truck Containers Full,482,POINT (-71.49664 45.00808)
Warroad,Minnesota,3423,US-Canada Border,3/1/19 0:00,Personal Vehicle Passengers,12419,POINT (-95.3261 48.89625)
Van Buren,Maine,108,US-Canada Border,3/1/19 0:00,Pedestrians,5,POINT (-67.94271 47.16207)
Sumas,Washington,3009,US-Canada Border,3/1/19 0:00,Rail Containers Empty,233,POINT (-122.26361 49.00028)
